ticket_id,inquiry_text,label_category,label_priority,label_department,impact_scope,requester_role,channel,template_group,data_origin
TKT-0369,夜間連携の過去データを確認したいです,データ連携,Low,開発,個人,開発者,Slack,データ連携-Low-04,synthetic_train
TKT-0370,夜間連携について問い合わせます。現在、夜間連携の過去データを確認したいです,データ連携,Low,開発,個人,開発者,Slack,データ連携-Low-04,synthetic_train
TKT-0371,商品コード取込の通知設定を変更したいです,データ連携,Low,開発,部署,社員,メール,データ連携-Low-05,synthetic_train
TKT-0372,商品コード取込について問い合わせます。現在、商品コード取込の通知設定を変更したいです,データ連携,Low,開発,部署,社員,メール,データ連携-Low-05,synthetic_train
TKT-0373,認証トークンの画面の場所が分かりません,データ連携,Low,開発,個人,管理者,問い合わせフォーム,データ連携-Low-06,synthetic_train
TKT-0374,認証トークンについて問い合わせます。現在、認証トークンの画面の場所が分かりません,データ連携,Low,開発,個人,管理者,問い合わせフォーム,データ連携-Low-06,synthetic_train
TKT-0375,連携履歴画面の説明文を修正したいです,データ連携,Low,開発,個人,開発者,Slack,データ連携-Low-07,synthetic_train
TKT-0376,連携履歴画面について問い合わせます。現在、連携履歴画面の説明文を修正したいです,データ連携,Low,開発,個人,開発者,Slack,データ連携-Low-07,synthetic_train
TKT-0377,テスト環境マスタの利用方法を共有してください,データ連携,Low,開発,部署,社員,メール,データ連携-Low-08,synthetic_train
TKT-0378,テスト環境マスタについて問い合わせます。現在、テスト環境マスタの利用方法を共有してください,データ連携,Low,開発,部署,社員,メール,データ連携-Low-08,synthetic_train
TKT-0379,レスポンス時間について急ぎではない質問があります,データ連携,Low,開発,個人,管理者,問い合わせフォーム,データ連携-Low-09,synthetic_train
TKT-0380,レスポンス時間について問い合わせます。現在、レスポンス時間について急ぎではない質問があります,データ連携,Low,開発,個人,管理者,問い合わせフォーム,データ連携-Low-09,synthetic_train
TKT-0381,外部システム連携が一覧に反映されません,データ連携,Middle,開発,個人,管理者,Slack,データ連携-Middle-00,synthetic_train
TKT-0382,外部システム連携について問い合わせます。現在、外部システム連携が一覧に反映されません,データ連携,Middle,開発,個人,管理者,Slack,データ連携-Middle-00,synthetic_train
TKT-0383,CSV取込を保存するとエラーになります,データ連携,Middle,開発,部署,開発者,問い合わせフォーム,データ連携-Middle-01,synthetic_train
TKT-0384,CSV取込について問い合わせます。現在、CSV取込を保存するとエラーになります,データ連携,Middle,開発,部署,開発者,問い合わせフォーム,データ連携-Middle-01,synthetic_train
TKT-0385,マスタ反映の検索結果が表示されません,データ連携,Middle,開発,複数部署,社員,メール,データ連携-Middle-02,synthetic_train
TKT-0386,マスタ反映について問い合わせます。現在、マスタ反映の検索結果が表示されません,データ連携,Middle,開発,複数部署,社員,メール,データ連携-Middle-02,synthetic_train
TKT-0387,API連携の通知が担当者へ届きません,データ連携,Middle,開発,個人,管理者,Slack,データ連携-Middle-03,synthetic_train
TKT-0388,API連携について問い合わせます。現在、API連携の通知が担当者へ届きません,データ連携,Middle,開発,個人,管理者,Slack,データ連携-Middle-03,synthetic_train
TKT-0389,夜間連携を開くと白い画面になります,データ連携,Middle,開発,部署,開発者,問い合わせフォーム,データ連携-Middle-04,synthetic_train
TKT-0390,夜間連携について問い合わせます。現在、夜間連携を開くと白い画面になります,データ連携,Middle,開発,部署,開発者,問い合わせフォーム,データ連携-Middle-04,synthetic_train
TKT-0391,商品コード取込の処理が遅く業務に支障があります,データ連携,Middle,開発,複数部署,社員,メール,データ連携-Middle-05,synthetic_train
TKT-0392,商品コード取込について問い合わせます。現在、商品コード取込の処理が遅く業務に支障があります,データ連携,Middle,開発,複数部署,社員,メール,データ連携-Middle-05,synthetic_train
TKT-0393,認証トークンの一部データが更新されていません,データ連携,Middle,開発,個人,管理者,Slack,データ連携-Middle-06,synthetic_train
TKT-0394,認証トークンについて問い合わせます。現在、認証トークンの一部データが更新されていません,データ連携,Middle,開発,個人,管理者,Slack,データ連携-Middle-06,synthetic_train
TKT-0395,連携履歴画面の状態を変更できません,データ連携,Middle,開発,部署,開発者,問い合わせフォーム,データ連携-Middle-07,synthetic_train
TKT-0396,連携履歴画面について問い合わせます。現在、連携履歴画面の状態を変更できません,データ連携,Middle,開発,部署,開発者,問い合わせフォーム,データ連携-Middle-07,synthetic_train
TKT-0397,テスト環境マスタで特定条件だけ処理が失敗します,データ連携,Middle,開発,複数部署,社員,メール,データ連携-Middle-08,synthetic_train
TKT-0398,テスト環境マスタについて問い合わせます。現在、テスト環境マスタで特定条件だけ処理が失敗します,データ連携,Middle,開発,複数部署,社員,メール,データ連携-Middle-08,synthetic_train
TKT-0399,レスポンス時間で部署内の複数名に影響が出ています,データ連携,Middle,開発,個人,管理者,Slack,データ連携-Middle-09,synthetic_train
TKT-0400,レスポンス時間について問い合わせます。現在、レスポンス時間で部署内の複数名に影響が出ています,データ連携,Middle,開発,個人,管理者,Slack,データ連携-Middle-09,synthetic_train
TKT-0401,外部システム連携が全社で利用できず業務が止まっています,データ連携,High,開発,全社,管理者,電話,データ連携-High-00,synthetic_train
TKT-0402,外部システム連携について問い合わせます。現在、外部システム連携が全社で利用できず業務が止まっています,データ連携,High,開発,全社,管理者,電話,データ連携-High-00,synthetic_train
TKT-0403,CSV取込の締め処理が完了せず期限に間に合いません,データ連携,High,開発,複数部署,開発者,メール,データ連携-High-01,synthetic_train
TKT-0404,CSV取込について問い合わせます。現在、CSV取込の締め処理が完了せず期限に間に合いません,データ連携,High,開発,複数部署,開発者,メール,データ連携-High-01,synthetic_train
TKT-0405,マスタ反映の障害で複数部署の作業が停止しています,データ連携,High,開発,全社,社員,Slack,データ連携-High-02,synthetic_train
TKT-0406,マスタ反映について問い合わせます。現在、マスタ反映の障害で複数部署の作業が停止しています,データ連携,High,開発,全社,社員,Slack,データ連携-High-02,synthetic_train
TKT-0407,API連携で重大なセキュリティリスクが発生しています,データ連携,High,開発,全社,管理者,電話,データ連携-High-03,synthetic_train
TKT-0408,API連携について問い合わせます。現在、API連携で重大なセキュリティリスクが発生しています,データ連携,High,開発,全社,管理者,電話,データ連携-High-03,synthetic_train
TKT-0409,夜間連携の夜間処理が失敗し本日の業務に影響しています,データ連携,High,開発,複数部署,開発者,メール,データ連携-High-04,synthetic_train
TKT-0410,夜間連携について問い合わせます。現在、夜間連携の夜間処理が失敗し本日の業務に影響しています,データ連携,High,開発,複数部署,開発者,メール,データ連携-High-04,synthetic_train
TKT-0411,商品コード取込の重要データが欠落しています,データ連携,High,開発,全社,社員,Slack,データ連携-High-05,synthetic_train
TKT-0412,商品コード取込について問い合わせます。現在、商品コード取込の重要データが欠落しています,データ連携,High,開発,全社,社員,Slack,データ連携-High-05,synthetic_train
TKT-0413,認証トークンが大量に失敗して顧客対応に影響しています,データ連携,High,開発,全社,管理者,電話,データ連携-High-06,synthetic_train
TKT-0414,認証トークンについて問い合わせます。現在、認証トークンが大量に失敗して顧客対応に影響しています,データ連携,High,開発,全社,管理者,電話,データ連携-High-06,synthetic_train
TKT-0415,連携履歴画面で業務継続に必要な処理を実行できません,データ連携,High,開発,複数部署,開発者,メール,データ連携-High-07,synthetic_train
TKT-0416,連携履歴画面について問い合わせます。現在、連携履歴画面で業務継続に必要な処理を実行できません,データ連携,High,開発,複数部署,開発者,メール,データ連携-High-07,synthetic_train
TKT-0417,テスト環境マスタの不具合が本番環境で継続発生しています,データ連携,High,開発,全社,社員,Slack,データ連携-High-08,synthetic_train
TKT-0418,テスト環境マスタについて問い合わせます。現在、テスト環境マスタの不具合が本番環境で継続発生しています,データ連携,High,開発,全社,社員,Slack,データ連携-High-08,synthetic_train
TKT-0419,レスポンス時間を本日中に復旧しないと月次処理に影響します,データ連携,High,開発,全社,管理者,電話,データ連携-High-09,synthetic_train
TKT-0420,レスポンス時間について問い合わせます。現在、レスポンス時間を本日中に復旧しないと月次処理に影響します,データ連携,High,開発,全社,管理者,電話,データ連携-High-09,synthetic_train
TKT-0421,会社PCの操作方法を確認したいです,端末,Low,情シス,個人,社員,問い合わせフォーム,端末-Low-00,synthetic_train
TKT-0422,会社PCについて問い合わせます。現在、会社PCの操作方法を確認したいです,端末,Low,情シス,個人,社員,問い合わせフォーム,端末-Low-00,synthetic_train
TKT-0423,プリンタの入力項目の意味を教えてください,端末,Low,情シス,個人,管理者,Slack,端末-Low-01,synthetic_train
TKT-0424,プリンタについて問い合わせます。現在、プリンタの入力項目の意味を教えてください,端末,Low,情シス,個人,管理者,Slack,端末-Low-01,synthetic_train
TKT-0425,Webカメラの表示名を変更したいです,端末,Low,情シス,部署,社員,メール,端末-Low-02,synthetic_train
TKT-0426,Webカメラについて問い合わせます。現在、Webカメラの表示名を変更したいです,端末,Low,情シス,部署,社員,メール,端末-Low-02,synthetic_train
TKT-0427,貸与PCの設定手順を知りたいです,端末,Low,情シス,個人,管理者,問い合わせフォーム,端末-Low-03,synthetic_train
TKT-0428,貸与PCについて問い合わせます。現在、貸与PCの設定手順を知りたいです,端末,Low,情シス,個人,管理者,問い合わせフォーム,端末-Low-03,synthetic_train
TKT-0429,全社配布アプリの過去データを確認したいです,端末,Low,情シス,個人,社員,Slack,端末-Low-04,synthetic_train
TKT-0430,全社配布アプリについて問い合わせます。現在、全社配布アプリの過去データを確認したいです,端末,Low,情シス,個人,社員,Slack,端末-Low-04,synthetic_train
TKT-0431,キーボードの通知設定を変更したいです,端末,Low,情シス,部署,管理者,メール,端末-Low-05,synthetic_train
TKT-0432,キーボードについて問い合わせます。現在、キーボードの通知設定を変更したいです,端末,Low,情シス,部署,管理者,メール,端末-Low-05,synthetic_train
TKT-0433,セキュリティ警告の画面の場所が分かりません,端末,Low,情シス,個人,社員,問い合わせフォーム,端末-Low-06,synthetic_train
TKT-0434,セキュリティ警告について問い合わせます。現在、セキュリティ警告の画面の場所が分かりません,端末,Low,情シス,個人,社員,問い合わせフォーム,端末-Low-06,synthetic_train
TKT-0435,モニター接続の説明文を修正したいです,端末,Low,情シス,個人,管理者,Slack,端末-Low-07,synthetic_train
TKT-0436,モニター接続について問い合わせます。現在、モニター接続の説明文を修正したいです,端末,Low,情シス,個人,管理者,Slack,端末-Low-07,synthetic_train
TKT-0437,標準ブラウザの利用方法を共有してください,端末,Low,情シス,部署,社員,メール,端末-Low-08,synthetic_train
TKT-0438,標準ブラウザについて問い合わせます。現在、標準ブラウザの利用方法を共有してください,端末,Low,情シス,部署,社員,メール,端末-Low-08,synthetic_train
TKT-0439,端末交換について急ぎではない質問があります,端末,Low,情シス,個人,管理者,問い合わせフォーム,端末-Low-09,synthetic_train
TKT-0440,端末交換について問い合わせます。現在、端末交換について急ぎではない質問があります,端末,Low,情シス,個人,管理者,問い合わせフォーム,端末-Low-09,synthetic_train
TKT-0441,会社PCが一覧に反映されません,端末,Middle,情シス,個人,社員,Slack,端末-Middle-00,synthetic_train
TKT-0442,会社PCについて問い合わせます。現在、会社PCが一覧に反映されません,端末,Middle,情シス,個人,社員,Slack,端末-Middle-00,synthetic_train
TKT-0443,プリンタを保存するとエラーになります,端末,Middle,情シス,部署,管理者,問い合わせフォーム,端末-Middle-01,synthetic_train
TKT-0444,プリンタについて問い合わせます。現在、プリンタを保存するとエラーになります,端末,Middle,情シス,部署,管理者,問い合わせフォーム,端末-Middle-01,synthetic_train
TKT-0445,Webカメラの検索結果が表示されません,端末,Middle,情シス,複数部署,社員,メール,端末-Middle-02,synthetic_train
TKT-0446,Webカメラについて問い合わせます。現在、Webカメラの検索結果が表示されません,端末,Middle,情シス,複数部署,社員,メール,端末-Middle-02,synthetic_train
TKT-0447,貸与PCの通知が担当者へ届きません,端末,Middle,情シス,個人,管理者,Slack,端末-Middle-03,synthetic_train
TKT-0448,貸与PCについて問い合わせます。現在、貸与PCの通知が担当者へ届きません,端末,Middle,情シス,個人,管理者,Slack,端末-Middle-03,synthetic_train
TKT-0449,全社配布アプリを開くと白い画面になります,端末,Middle,情シス,部署,社員,問い合わせフォーム,端末-Middle-04,synthetic_train
TKT-0450,全社配布アプリについて問い合わせます。現在、全社配布アプリを開くと白い画面になります,端末,Middle,情シス,部署,社員,問い合わせフォーム,端末-Middle-04,synthetic_train
TKT-0451,キーボードの処理が遅く業務に支障があります,端末,Middle,情シス,複数部署,管理者,メール,端末-Middle-05,synthetic_train
TKT-0452,キーボードについて問い合わせます。現在、キーボードの処理が遅く業務に支障があります,端末,Middle,情シス,複数部署,管理者,メール,端末-Middle-05,synthetic_train
TKT-0453,セキュリティ警告の一部データが更新されていません,端末,Middle,情シス,個人,社員,Slack,端末-Middle-06,synthetic_train
TKT-0454,セキュリティ警告について問い合わせます。現在、セキュリティ警告の一部データが更新されていません,端末,Middle,情シス,個人,社員,Slack,端末-Middle-06,synthetic_train
TKT-0455,モニター接続の状態を変更できません,端末,Middle,情シス,部署,管理者,問い合わせフォーム,端末-Middle-07,synthetic_train
TKT-0456,モニター接続について問い合わせます。現在、モニター接続の状態を変更できません,端末,Middle,情シス,部署,管理者,問い合わせフォーム,端末-Middle-07,synthetic_train
TKT-0457,標準ブラウザで特定条件だけ処理が失敗します,端末,Middle,情シス,複数部署,社員,メール,端末-Middle-08,synthetic_train
TKT-0458,標準ブラウザについて問い合わせます。現在、標準ブラウザで特定条件だけ処理が失敗します,端末,Middle,情シス,複数部署,社員,メール,端末-Middle-08,synthetic_train
TKT-0459,端末交換で部署内の複数名に影響が出ています,端末,Middle,情シス,個人,管理者,Slack,端末-Middle-09,synthetic_train
TKT-0460,端末交換について問い合わせます。現在、端末交換で部署内の複数名に影響が出ています,端末,Middle,情シス,個人,管理者,Slack,端末-Middle-09,synthetic_train
TKT-0461,会社PCが全社で利用できず業務が止まっています,端末,High,情シス,全社,社員,電話,端末-High-00,synthetic_train
TKT-0462,会社PCについて問い合わせます。現在、会社PCが全社で利用できず業務が止まっています,端末,High,情シス,全社,社員,電話,端末-High-00,synthetic_train
TKT-0463,プリンタの締め処理が完了せず期限に間に合いません,端末,High,情シス,複数部署,管理者,メール,端末-High-01,synthetic_train
TKT-0464,プリンタについて問い合わせます。現在、プリンタの締め処理が完了せず期限に間に合いません,端末,High,情シス,複数部署,管理者,メール,端末-High-01,synthetic_train
TKT-0465,Webカメラの障害で複数部署の作業が停止しています,端末,High,情シス,全社,社員,Slack,端末-High-02,synthetic_train
TKT-0466,Webカメラについて問い合わせます。現在、Webカメラの障害で複数部署の作業が停止しています,端末,High,情シス,全社,社員,Slack,端末-High-02,synthetic_train
TKT-0467,貸与PCで重大なセキュリティリスクが発生しています,端末,High,情シス,全社,管理者,電話,端末-High-03,synthetic_train
TKT-0468,貸与PCについて問い合わせます。現在、貸与PCで重大なセキュリティリスクが発生しています,端末,High,情シス,全社,管理者,電話,端末-High-03,synthetic_train
TKT-0469,全社配布アプリの夜間処理が失敗し本日の業務に影響しています,端末,High,情シス,複数部署,社員,メール,端末-High-04,synthetic_train
TKT-0470,全社配布アプリについて問い合わせます。現在、全社配布アプリの夜間処理が失敗し本日の業務に影響しています,端末,High,情シス,複数部署,社員,メール,端末-High-04,synthetic_train
TKT-0471,キーボードの重要データが欠落しています,端末,High,情シス,全社,管理者,Slack,端末-High-05,synthetic_train
TKT-0472,キーボードについて問い合わせます。現在、キーボードの重要データが欠落しています,端末,High,情シス,全社,管理者,Slack,端末-High-05,synthetic_train
TKT-0473,セキュリティ警告が大量に失敗して顧客対応に影響しています,端末,High,情シス,全社,社員,電話,端末-High-06,synthetic_train
TKT-0474,セキュリティ警告について問い合わせます。現在、セキュリティ警告が大量に失敗して顧客対応に影響しています,端末,High,情シス,全社,社員,電話,端末-High-06,synthetic_train
TKT-0475,モニター接続で業務継続に必要な処理を実行できません,端末,High,情シス,複数部署,管理者,メール,端末-High-07,synthetic_train
TKT-0476,モニター接続について問い合わせます。現在、モニター接続で業務継続に必要な処理を実行できません,端末,High,情シス,複数部署,管理者,メール,端末-High-07,synthetic_train
TKT-0477,標準ブラウザの不具合が本番環境で継続発生しています,端末,High,情シス,全社,社員,Slack,端末-High-08,synthetic_train
TKT-0478,標準ブラウザについて問い合わせます。現在、標準ブラウザの不具合が本番環境で継続発生しています,端末,High,情シス,全社,社員,Slack,端末-High-08,synthetic_train
TKT-0479,端末交換を本日中に復旧しないと月次処理に影響します,端末,High,情シス,全社,管理者,電話,端末-High-09,synthetic_train
TKT-0480,端末交換について問い合わせます。現在、端末交換を本日中に復旧しないと月次処理に影響します,端末,High,情シス,全社,管理者,電話,端末-High-09,synthetic_train
TKT-0481,オフィス空調の操作方法を確認したいです,その他・対象外,Low,総務,個人,社員,問い合わせフォーム,その他・対象外-Low-00,synthetic_train
TKT-0482,オフィス空調について問い合わせます。現在、オフィス空調の操作方法を確認したいです,その他・対象外,Low,総務,個人,社員,問い合わせフォーム,その他・対象外-Low-00,synthetic_train
TKT-0483,会議室の照明の入力項目の意味を教えてください,その他・対象外,Low,総務,個人,管理者,Slack,その他・対象外-Low-01,synthetic_train
TKT-0484,会議室の照明について問い合わせます。現在、会議室の照明の入力項目の意味を教えてください,その他・対象外,Low,総務,個人,管理者,Slack,その他・対象外-Low-01,synthetic_train
TKT-0485,事務机の表示名を変更したいです,その他・対象外,Low,総務,部署,社員,メール,その他・対象外-Low-02,synthetic_train
TKT-0486,事務机について問い合わせます。現在、事務机の表示名を変更したいです,その他・対象外,Low,総務,部署,社員,メール,その他・対象外-Low-02,synthetic_train
TKT-0487,社員証ケースの設定手順を知りたいです,その他・対象外,Low,総務,個人,管理者,問い合わせフォーム,その他・対象外-Low-03,synthetic_train
TKT-0488,社員証ケースについて問い合わせます。現在、社員証ケースの設定手順を知りたいです,その他・対象外,Low,総務,個人,管理者,問い合わせフォーム,その他・対象外-Low-03,synthetic_train
TKT-0489,給湯室の過去データを確認したいです,その他・対象外,Low,総務,個人,社員,Slack,その他・対象外-Low-04,synthetic_train
TKT-0490,給湯室について問い合わせます。現在、給湯室の過去データを確認したいです,その他・対象外,Low,総務,個人,社員,Slack,その他・対象外-Low-04,synthetic_train
TKT-0491,郵便物の通知設定を変更したいです,その他・対象外,Low,総務,部署,管理者,メール,その他・対象外-Low-05,synthetic_train
TKT-0492,郵便物について問い合わせます。現在、郵便物の通知設定を変更したいです,その他・対象外,Low,総務,部署,管理者,メール,その他・対象外-Low-05,synthetic_train
TKT-0493,備品在庫の画面の場所が分かりません,その他・対象外,Low,総務,個人,社員,問い合わせフォーム,その他・対象外-Low-06,synthetic_train
TKT-0494,備品在庫について問い合わせます。現在、備品在庫の画面の場所が分かりません,その他・対象外,Low,総務,個人,社員,問い合わせフォーム,その他・対象外-Low-06,synthetic_train
TKT-0495,座席表の説明文を修正したいです,その他・対象外,Low,総務,個人,管理者,Slack,その他・対象外-Low-07,synthetic_train
TKT-0496,座席表について問い合わせます。現在、座席表の説明文を修正したいです,その他・対象外,Low,総務,個人,管理者,Slack,その他・対象外-Low-07,synthetic_train
TKT-0497,社内掲示板の利用方法を共有してください,その他・対象外,Low,総務,部署,社員,メール,その他・対象外-Low-08,synthetic_train
TKT-0498,社内掲示板について問い合わせます。現在、社内掲示板の利用方法を共有してください,その他・対象外,Low,総務,部署,社員,メール,その他・対象外-Low-08,synthetic_train
TKT-0499,清掃依頼について急ぎではない質問があります,その他・対象外,Low,総務,個人,管理者,問い合わせフォーム,その他・対象外-Low-09,synthetic_train
TKT-0500,清掃依頼について問い合わせます。現在、清掃依頼について急ぎではない質問があります,その他・対象外,Low,総務,個人,管理者,問い合わせフォーム,その他・対象外-Low-09,synthetic_train
TKT-0501,オフィス空調が一覧に反映されません,その他・対象外,Middle,総務,個人,社員,Slack,その他・対象外-Middle-00,synthetic_train
TKT-0502,オフィス空調について問い合わせます。現在、オフィス空調が一覧に反映されません,その他・対象外,Middle,総務,個人,社員,Slack,その他・対象外-Middle-00,synthetic_train
TKT-0503,会議室の照明を保存するとエラーになります,その他・対象外,Middle,総務,部署,管理者,問い合わせフォーム,その他・対象外-Middle-01,synthetic_train
TKT-0504,会議室の照明について問い合わせます。現在、会議室の照明を保存するとエラーになります,その他・対象外,Middle,総務,部署,管理者,問い合わせフォーム,その他・対象外-Middle-01,synthetic_train
TKT-0505,事務机の検索結果が表示されません,その他・対象外,Middle,総務,複数部署,社員,メール,その他・対象外-Middle-02,synthetic_train
TKT-0506,事務机について問い合わせます。現在、事務机の検索結果が表示されません,その他・対象外,Middle,総務,複数部署,社員,メール,その他・対象外-Middle-02,synthetic_train
TKT-0507,社員証ケースの通知が担当者へ届きません,その他・対象外,Middle,総務,個人,管理者,Slack,その他・対象外-Middle-03,synthetic_train
TKT-0508,社員証ケースについて問い合わせます。現在、社員証ケースの通知が担当者へ届きません,その他・対象外,Middle,総務,個人,管理者,Slack,その他・対象外-Middle-03,synthetic_train
TKT-0509,給湯室を開くと白い画面になります,その他・対象外,Middle,総務,部署,社員,問い合わせフォーム,その他・対象外-Middle-04,synthetic_train
TKT-0510,給湯室について問い合わせます。現在、給湯室を開くと白い画面になります,その他・対象外,Middle,総務,部署,社員,問い合わせフォーム,その他・対象外-Middle-04,synthetic_train
TKT-0511,郵便物の処理が遅く業務に支障があります,その他・対象外,Middle,総務,複数部署,管理者,メール,その他・対象外-Middle-05,synthetic_train
TKT-0512,郵便物について問い合わせます。現在、郵便物の処理が遅く業務に支障があります,その他・対象外,Middle,総務,複数部署,管理者,メール,その他・対象外-Middle-05,synthetic_train
TKT-0513,備品在庫の一部データが更新されていません,その他・対象外,Middle,総務,個人,社員,Slack,その他・対象外-Middle-06,synthetic_train
TKT-0514,備品在庫について問い合わせます。現在、備品在庫の一部データが更新されていません,その他・対象外,Middle,総務,個人,社員,Slack,その他・対象外-Middle-06,synthetic_train
TKT-0515,座席表の状態を変更できません,その他・対象外,Middle,総務,部署,管理者,問い合わせフォーム,その他・対象外-Middle-07,synthetic_train
TKT-0516,座席表について問い合わせます。現在、座席表の状態を変更できません,その他・対象外,Middle,総務,部署,管理者,問い合わせフォーム,その他・対象外-Middle-07,synthetic_train
TKT-0517,社内掲示板で特定条件だけ処理が失敗します,その他・対象外,Middle,総務,複数部署,社員,メール,その他・対象外-Middle-08,synthetic_train
TKT-0518,社内掲示板について問い合わせます。現在、社内掲示板で特定条件だけ処理が失敗します,その他・対象外,Middle,総務,複数部署,社員,メール,その他・対象外-Middle-08,synthetic_train
TKT-0519,清掃依頼で部署内の複数名に影響が出ています,その他・対象外,Middle,総務,個人,管理者,Slack,その他・対象外-Middle-09,synthetic_train
TKT-0520,清掃依頼について問い合わせます。現在、清掃依頼で部署内の複数名に影響が出ています,その他・対象外,Middle,総務,個人,管理者,Slack,その他・対象外-Middle-09,synthetic_train
TKT-0521,オフィス空調が全社で利用できず業務が止まっています,その他・対象外,High,総務,全社,社員,電話,その他・対象外-High-00,synthetic_train
TKT-0522,オフィス空調について問い合わせます。現在、オフィス空調が全社で利用できず業務が止まっています,その他・対象外,High,総務,全社,社員,電話,その他・対象外-High-00,synthetic_train
TKT-0523,会議室の照明の締め処理が完了せず期限に間に合いません,その他・対象外,High,総務,複数部署,管理者,メール,その他・対象外-High-01,synthetic_train
TKT-0524,会議室の照明について問い合わせます。現在、会議室の照明の締め処理が完了せず期限に間に合いません,その他・対象外,High,総務,複数部署,管理者,メール,その他・対象外-High-01,synthetic_train
TKT-0525,事務机の障害で複数部署の作業が停止しています,その他・対象外,High,総務,全社,社員,Slack,その他・対象外-High-02,synthetic_train
TKT-0526,事務机について問い合わせます。現在、事務机の障害で複数部署の作業が停止しています,その他・対象外,High,総務,全社,社員,Slack,その他・対象外-High-02,synthetic_train
TKT-0527,社員証ケースで重大なセキュリティリスクが発生しています,その他・対象外,High,総務,全社,管理者,電話,その他・対象外-High-03,synthetic_train
TKT-0528,社員証ケースについて問い合わせます。現在、社員証ケースで重大なセキュリティリスクが発生しています,その他・対象外,High,総務,全社,管理者,電話,その他・対象外-High-03,synthetic_train
TKT-0529,給湯室の夜間処理が失敗し本日の業務に影響しています,その他・対象外,High,総務,複数部署,社員,メール,その他・対象外-High-04,synthetic_train
TKT-0530,給湯室について問い合わせます。現在、給湯室の夜間処理が失敗し本日の業務に影響しています,その他・対象外,High,総務,複数部署,社員,メール,その他・対象外-High-04,synthetic_train
TKT-0531,郵便物の重要データが欠落しています,その他・対象外,High,総務,全社,管理者,Slack,その他・対象外-High-05,synthetic_train
TKT-0532,郵便物について問い合わせます。現在、郵便物の重要データが欠落しています,その他・対象外,High,総務,全社,管理者,Slack,その他・対象外-High-05,synthetic_train
TKT-0533,備品在庫が大量に失敗して顧客対応に影響しています,その他・対象外,High,総務,全社,社員,電話,その他・対象外-High-06,synthetic_train
TKT-0534,備品在庫について問い合わせます。現在、備品在庫が大量に失敗して顧客対応に影響しています,その他・対象外,High,総務,全社,社員,電話,その他・対象外-High-06,synthetic_train
TKT-0535,座席表で業務継続に必要な処理を実行できません,その他・対象外,High,総務,複数部署,管理者,メール,その他・対象外-High-07,synthetic_train
TKT-0536,座席表について問い合わせます。現在、座席表で業務継続に必要な処理を実行できません,その他・対象外,High,総務,複数部署,管理者,メール,その他・対象外-High-07,synthetic_train
TKT-0537,社内掲示板の不具合が本番環境で継続発生しています,その他・対象外,High,総務,全社,社員,Slack,その他・対象外-High-08,synthetic_train
TKT-0538,社内掲示板について問い合わせます。現在、社内掲示板の不具合が本番環境で継続発生しています,その他・対象外,High,総務,全社,社員,Slack,その他・対象外-High-08,synthetic_train
TKT-0539,清掃依頼を本日中に復旧しないと月次処理に影響します,その他・対象外,High,総務,全社,管理者,電話,その他・対象外-High-09,synthetic_train
TKT-0540,清掃依頼について問い合わせます。現在、清掃依頼を本日中に復旧しないと月次処理に影響します,その他・対象外,High,総務,全社,管理者,電話,その他・対象外-High-09,synthetic_train
